name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Institute for Community Living Inc,Lewis Avenue,44 Lewis Avenue,,Brooklyn,11206,718-452-6714-3700,,40.696384999999999,-73.938032000000007,,,1,1,,1,1,1,,1,,,1,1,1,,1,,1
Anchor House Inc,Mens Facility,1041 Bergen Street,,Brooklyn,11216,718-771-0760,www.anchorhousenyc.org,40.676333000000000,-73.951913000000005,1,,,,,,,1,,,,,1,1,,1,1,,1
HELP PSI Inc,,803 Sterling Place,,Brooklyn,11216,718-681-8700-6204,http://www.helppsi.org,40.672721000000003,-73.951751000000002,,,,1,,1,1,,,1,,,1,1,,,,,
AREBA Casriel Inc,Medically Supervised Withdrawal,500 West 57th Street,2nd - 5th Floors,New York,10019,212-293-3000,www.acirehab.org,40.768973000000003,-73.988975999999994,1,,1,1,,1,,,,,,,1,1,,1,,,1
Mount Sinai Roosevelt Hospital,CARES/CAPA,432 West 58th Street,9th Floor,New York,10019,212-523-7233,www.childfamilyinstituteny.org,40.768954999999998,-73.986356999999998,,,,1,,1,,,,,,1,,1,,1,,,
Interfaith Medical Center Inc,Behavioral Hlth Prog for Adults (BHP),1038 Broadway,,Brooklyn,11221,718-613-6210,inferfaithmedical.org,40.695264000000002,-73.932714000000004,,1,1,1,,1,,,,,,,1,1,1,,,,
Saint Lukes/Roosevelt Hospital Center,The Addiction Institute/Outpt Clinic,1000 10th Avenue,Winston Building 8th Floor,New York,10019,212-523-6491,WWW.AddictionInstituteNY.org,40.769731999999998,-73.987319999999997,1,,1,1,,1,1,,,,,,1,1,,,,,
Saint Lukes/Roosevelt Hospital Center,Addiction Institute of NY OTP,1000 10th Avenue,Suite 8C-02,New York,10019,212-523-6150,www.addictioninstituteny.org,40.769731999999998,-73.987319999999997,1,,1,1,,1,,,,1,,,1,1,,1,,1,
Saint Lukes/Roosevelt Hospital Center,Ctr for Intensive Trt of Person Dis,1000 Tenth Avenue,6th Floor,New York,10019,212-523-7590,,40.769970999999998,-73.987280999999996,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,
Payne Whitney Manhattan/CDTP,,425 East 61st Street,PH 13,New York,10065,212-821-0883,,40.760468000000003,-73.959247000000005,,1,1,1,,,,,,,,,1,1,,,,,
Karen Horney Clinic Inc,,329 East 62nd Street,,New York,10065,212-838-4333,http://karenhorneyclinic.org,40.762253000000001,-73.961708000000002,,1,1,1,,1,1,1,,1,,1,1,1,1,,1,,
Lawton Street Residence,,25 Lawton Street,,Brooklyn,11221,718-919-3900-2900,http://Iclinc.net,40.695323999999999,-73.930553000000003,,1,,,,1,,,,,,,1,1,1,,,,1
Steinway Child and Family Services Inc,Mental Health Clinic,22-15 43rd Avenue,,Long Isl,11101,718-389-5100,http://steinway.org,40.750048999999997,-73.943754999999996,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Steinway Child and Family Services Inc,Martin DePorres Clinic,22-15 43rd Avenue,2nd Floor,Long Isl,11101,718-956-1305,steinway.org.,40.750048999999997,-73.943754999999996,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Saint Marks Residence,,839 Saint Marks Avenue,,Brooklyn,11213,718-778-2117,,40.675199999999997,-73.944064999999995,,1,1,1,,,1,1,,1,,,1,1,1,1,1,,1
Lenox Hill Hospital,Outpatient Center for Mental Health,210 East 64th Street,4th Floor,New York,10065,212-434-3365,,40.764170999999997,-73.963316000000006,,1,1,1,,1,,,,,,1,1,1,1,1,,,
The Resource Training Center Inc,Resource Counseling Center Inc OP,449 39th Street,2nd and 4th Floors,Brooklyn,11232,718-871-2400,http://www.ResourceCounselingNY.org,40.651986999999998,-74.004661999999996,1,,,1,,1,,,,,,1,,1,,1,,,
Anchor House Inc,,976 Park Place,,Brooklyn,11213,718-756-8673,,40.672888000000000,-73.945254000000006,1,,1,1,,1,1,,1,1,1,,1,1,,,,,1
Damon House New York Inc,Bushwick Community Residence,1154-1156 Dekalb Avenu,,Brooklyn,11221,718-443-7170,www.narcofreedom.org,40.694715000000002,-73.928685000000002,1,,,,,,,1,,1,1,,1,1,,1,1,,1
Interfaith Medical Center Inc,Behavioral Health Services,1545 Atlantic Avenue,,Brooklyn,11213,718-613-4000x4120,http://interfaithmedical.org,40.678210999999997,-73.937578000000002,,1,1,1,,1,1,1,,1,,,1,1,1,,1,1,
Interfaith Medical Center,Substance Abuse Detoxification,1545 Atlantic Avenue,,Brooklyn,11213,718-613-4330,www.interfaithmedical.com,40.678221000000001,-73.937552999999994,1,,1,1,,1,,,,,,,1,1,,1,,1,
Interfaith Medical Center,Substance Abuse Rehabilitation,1545 Atlantic Avenue,,Brooklyn,11213,718-613-4330,www.interfaithmedical.com,40.678221000000001,-73.937552999999994,1,,1,1,,1,,,,,,,1,1,,,,1,
Interfaith Medical Center,Chemical Dependency Outpatient Servs,1545 Atlantic Avenue,3rd Floor,Brooklyn,11213,718-613-4450,www.interfaithmedical.com,40.677895111495502,-73.937494444683395,1,,1,1,,1,,,,,,,1,1,,1,,,
JGB MH and Mental Retardation Servs,,15 West 65th Street,,New York,10023,212-769-6263,http://lighthouseguild.org,40.772534000000000,-73.980382000000006,,1,1,1,,1,,,,,,1,1,1,1,1,,,
JGB MH and Mental Retardation Servs,,15 West 65 Street,,New York,10023,212-769-6345,www.guildhealth.org,40.772534000000000,-73.980382000000006,,,1,1,,1,,,,,,1,1,1,1,1,,,
Kingsboro Addiction Treatment Center,Chemical Dep Inpatient Rehab Prog,754 Lexington Avenue,,Brooklyn,11221,718-453-3200,www.oasas.ny.gov,40.689967000000003,-73.928810999999996,1,,,1,,1,,,,,,,1,1,,1,,,1
Jewish Board of Family/Childrens Servs,Crown Heights Counseling Center,1055 St Johns Place,,Brooklyn,11213,718-773-2080,,40.671424000000002,-73.943004000000002,,1,1,1,,1,,,,,,1,1,1,1,1,,,
SUS Mental Health Programs Inc,Patchen,53-55 Patchen Avenue,,Brooklyn,11221,718-919-1900,http://www.sus.org,40.690517999999997,-73.927248000000006,,,1,1,,1,1,1,,1,,,1,1,1,1,1,,1
New York Presbyterian Hospital,Weill Cornell Center Inpatient Program,525 East 68th Street,Greenburg 11 North,New York,10065,212-746-4293,www.NYP.org\psychiatry,40.764294999999997,-73.955296000000004,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,1,
Fortune Society Inc,,29-76 Northern Bouleva,,Long Isl,11101,212-691-7554,www.fortunesociety.org,40.750422999999998,-73.935092999999995,,,1,1,,1,,,,,,1,,1,,1,,,
Fortune Society Inc,The Better Living Center,29-76 Northern Bouleva,2nd Floor,Long Isl,11101,212-691-7554,www.fortunesociety.org,40.750418000000003,-73.935069999999996,,,1,1,,1,,,,,,,1,1,1,1,,,
New York Presbyterian Hospital,Methadone Treatment Clinic,503 East 70th Street,,New York,10021,212-746-1252,www.nyp.org,40.765503000000002,-73.954263999999995,1,,1,1,,,1,1,1,1,1,,1,1,,1,1,,
New York Presbyterian Hospital,Opiate Treatment,503 East 70th Street,1st Floor,New York,10021,212-746-1252,www.nyp.org,40.765503000000002,-73.954263999999995,1,,1,1,,,1,1,1,1,,,1,1,,1,1,,
Lutheran Medical Center,,150 55th Street,,Brooklyn,11220,718-630-7000,http://www.lutheranhealthcare.org,40.646757999999998,-74.021536999999995,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,1,
Neighborhood Coalition for Shelter Inc,NCS Outpatient Services,921-923 Madison Avenue,Basement,New York,10021,917-677-0722,www.ncsinc.org,40.772545999999998,-73.964466999999999,1,,,1,,,,,,,,,1,1,,1,,,
Turning Point Brooklyn Inc OP,,5220 4th Avenue,1st Floor,Brooklyn,11220,718-360-8146,http://www.tpbk.org,40.645128000000000,-74.014453000000003,,,,1,,1,1,,,1,1,1,,1,,1,,,
Woodhull Medical and Mental Health Ctr,,760 Broadway Street,Psychiatry Department,Brooklyn,11206,718-963-8332,,40.689382000000002,-73.921687000000006,,1,1,1,,1,,,,,,1,1,1,1,1,,1,
Community Healthcare Network,Caribbean House Health Center,1167 Nostrand Avenue,,Brooklyn,11225,718-778-0198,http://www.chnnyc.org,40.658971000000001,-73.950166999999993,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,,
William A White Institute,Clinic Services,20 West 74th Street,,New York,10023,212-873-0725-26,http://wawhite.org,40.777878000000001,-73.976089999999999,,1,1,,,,1,,,,,1,1,1,1,,,,
Phoenix House Jack Aron Center,Riverside Community Residential,164 West 74th Street,,New York,10023,212-595-5810,www.phoenixhouse.org,40.779550000000000,-73.980238000000000,,,,1,,1,,1,,,,,1,1,,,1,,1
New York Gracie Square Hospital Inc,Inpatient Unit,420 East 76th Street,2nd-5th Floors,New York,10021,212-988-4400,http://www.nygsh.org,40.769753000000001,-73.952978999999999,,1,1,1,,1,,,,,,,1,1,1,1,,1,
Gracie Square Hospital Inc,Inpatient Dual Focus,420 East 76th Street,,New York,10021,212-988-4400,www.nygsh.org,40.769781999999999,-73.952854000000002,,1,1,1,,1,,,,,,1,,1,,1,,1,
Lenox Hill Hospital,Inpatient Psychiatric Unit,100 East 77th Street,,New York,10075,212-434-2680,http://www.lenoxhillhospital.org/departments.asp,40.773881000000003,-73.960774000000001,,1,1,1,,1,,,,,,,1,1,1,1,,1,
Lenox Hill Hospital,Behavioral Health,100 East 77th Street,8Uris,New York,10075,212-434-2000,http://www.lenoxhillhospital.org/,40.773881000000003,-73.960774000000001,,1,1,1,,1,,,,,,,1,1,1,1,,1,
Staten Island University Hospital,Methadone Treatment Clinic,425 Coney Island Avenu,1st Floor,Brooklyn,11218,(718) 306-5125,,40.647215000000003,-73.970747000000003,1,,,1,,1,,,,1,,,1,1,,,,,
Narco Freedom Inc,Bridge Plaza OTP,37-18 34th Street,1st Floor,Long Isl,11101,718-786-1012,www.narcofreedom.com,40.753284999999998,-73.929141999999999,1,,,1,,,,,,,,,1,1,,,,,
Narco Freedom Inc,Bridge Plaza Altern IV/OP DA Clinic,37-14 34th Street,,Long Isl,11101,718-786-1012,http://www.narcofreedom.com,40.753314000000003,-73.929118000000003,1,,,1,,,,,,,,,1,1,,,,,
Kings County Hospital Center,Chemical Dependency Inpatient Detox,410 Winthrop Street,Building R Ward R2 East,Brooklyn,11203,(718) 245-2635,www.nyc.gov/html/hhc/html/home/home.shtml,40.657333999999999,-73.946539000000001,1,,1,1,,1,,,,,,,1,1,,1,,1,
NYC/HHC Kings County Hospital Center,Kings County Hosp Child/Adol Clinic,410 Winthrop Street,Building R,Brooklyn,11203,718-245-2520-2516,,40.657316000000002,-73.946567999999999,,1,,1,,1,,,,,,1,,,,1,,,
NYC/HHC Kings County Hospital Center,Behav Healthcare Psych Inpt Servs,410 Winthrop Street,Building R,Brooklyn,11203,718-245-8814,http://www.nyc.gov/kchc,40.657316000000002,-73.946567999999999,,,1,1,,1,,,,1,,1,1,1,1,1,,1,
Kings County Hospital Center,Polydrug Outpatient Program,410 Winthrop Street,R Building 2 South Wing,Brooklyn,11203,718-245-2670,,40.657316000000002,-73.946567999999999,1,,1,1,,1,,,,,1,,1,1,,1,,,
Saint Josephs Hospital Yonkers,Prospect Clinic,1480 Prospect Place,,Brooklyn,11213,718-953-2302,,40.672854999999998,-73.927424999999999,1,,,1,,,,,,1,,,1,1,,,,,
Phoenix House,RTC/Long Island City/Queens,34-25 Vernon Boulevard,,Long Isl,11101,718-726-8484-3554,www.phoenixhouse.org,40.764901000000002,-73.940539999999999,1,,,,,1,,,,,,,1,,,,,,1
League School,,567 Kingston Avenue,,Brooklyn,11203,718-498-2500,www.leaguetreatmentcenter.org,40.659640000000003,-73.941894000000005,,1,,1,,,,,,,,1,1,,,,,,
Pheonix House,Long Island City Residental,34-11 Vernon Boulevard,,Astoria,11106,718-726-8484x3553,,40.764994000000002,-73.940476000000004,1,,,1,,1,,,,,,,1,1,,,,,1
NYC/HHC Kings County Hospital Center,Kings County Hospital Ctr Proj Access,451 Clarkson Avenue,Building R,Brooklyn,11203,718-245-4871,,40.656571000000000,-73.946224000000001,,,1,1,,1,,1,,,,,1,1,1,1,1,,
NYC/HHC Kings County Hospital Center,Kings County Hospital CPEP,451 Clarkson Avenue,,Brooklyn,11203,718-245-2310,http://www.nychhc.org,40.656571000000000,-73.946224000000001,,1,1,1,,1,,,,,,1,1,1,1,1,,1,1
Kings County Hospital Center,Outpatient Program,451 Clarkson Avenue,R Building 2nd Floor,Brooklyn,11203,718-245-4878,,40.656571000000000,-73.946224000000001,1,,1,1,,,1,1,1,1,1,,1,1,,,1,,
NYC/HHC Kings County Hospital Center,KCHC Child/Adolescent Psych IP Servs,451 Clarkson Avenue,Building R,Brooklyn,11203,718-245-2579,,40.656571000000000,-73.946224000000001,,,1,1,,1,,,,1,,1,1,1,1,1,,1,
Bridging Access to Care Inc,CD OP,2261 Church Avenue,,Brooklyn,11226,347-505-5182,http://www.bac-ny.org,40.650889999999997,-73.956802999999994,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Kings County Hospital Center,HHC MMTP C12 Clinic II,591 Kingston Avenue,,Brooklyn,11203,718-245-2635-2624,http://www.nyc.gov/html/hhc/kchc/html/home/home.,40.658957000000001,-73.942442000000000,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Maimonides Medical Center,Behavioral Health Services,920 48th Street,,Brooklyn,11219,718-283-6000,http://www.maimonidesmed.org,40.640394000000001,-73.999632000000005,,1,1,1,,1,,,,,,1,1,1,1,1,,1,
Mental Hlth Providers of Wn Queens Inc,Western Queens Consultation Center,4404 Queens Boulevard,2nd Floor,Sunnysid,11104,718-476-0076,http://www.mhpwq.org,40.743366000000002,-73.919240000000002,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Coalition for Hispanic Family Services,Bonding Links Enlazos Familiares MHC,315 Wyckoff Avenue,Suite 6,Brooklyn,11237,718-497-6090-360,http://www.hispanicfamilyservicesny.org/,40.700100999999997,-73.911859000000007,,1,,1,,,1,,,,,1,,,,,,,
NYC/HHC Kings County Hospital Center,Kings City Hosp Child/Adoles Clinic,451 Clarkson Avenue,,Brooklyn,11203,718-245-2520,,40.656582999999998,-73.944704999999999,,1,,1,,1,1,,,1,,1,,,,1,,,
Kings County Hospital Center,Chemical Dependency/CTOPS,451 Clarkson Avenue,R Building 2nd Floor,Brooklyn,11203,718-245-4879,http://www.nyc.gov/html/hhc/kchc/html/home/home.,40.656582999999998,-73.944704999999999,1,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Kings County Hospital Center,,451 Clarkson Avenue,,Brooklyn,11203,718-245-8814,http://www.nyc.gov/kchc,40.656582999999998,-73.944704999999999,,,1,1,,1,,,,,,1,1,1,1,1,,1,
Beverley Mack Harry Consulting Svs Inc,Family Access to Counseling Eval Servs,738 Crown Street,Floor 1,Brooklyn,11213,718-363-0100,http://www.bmhtherapy.org/,40.665050000000001,-73.933195999999995,,1,1,1,,1,,,,,,1,1,1,1,1,,,
NYC/HHC Kings County Hospital Center,Partial Hospitalization Program KCHC,451 Clarkson Avenue,R Building 3rd Floor,Brooklyn,11203,718-245-4956,www.nychhc.org,40.656686000000001,-73.943467999999996,,1,1,1,,1,,,,,,,1,1,1,,,,
Lutheran Medical Center,Healthy Connections,6025 60th Street,1st Floor,Brooklyn,11220,718-630-7991,http://www.lutheranhealthcare.org,40.638817000000003,-74.015061000000003,,1,1,1,,1,1,,,,,1,1,1,1,1,1,,
Paul J Cooper Ctr for Human Services,Mental Health Clinic,887 East New York Aven,Suite A,Brooklyn,11203,718-467-6441,,40.662934000000000,-73.933244000000002,,1,1,1,,1,,,,,,1,1,1,1,,,,
Interborough Developmental and,Consultation Ctr/Crown Heights Clinic,921 East New York Aven,,Brooklyn,11203,718-778-0485,www.interborough.org,40.662654000000003,-73.933181000000005,,1,1,1,,1,,,,,,1,1,1,1,1,,,
New York City Childrens Center,Brooklyn Childrens Behav Health Clinic,1819 Bergen Street,,Brooklyn,11233,718-221-4500-3027,www.omh.ny.gov/omhweb/facilities/nyccc/facility.,40.674889999999998,-73.920694999999995,,1,,1,,,,,,,,1,1,,,,,,
New York City Childrens Center,Day Treatment Center,1819 Bergen Street,,Brooklyn,11233,718-221-4500,http://omh.ny.gov,40.674889999999998,-73.920694999999995,,1,,1,,1,,,,,,1,,,,,,,
Ohel Childrens Home Family Servs Inc,Female Residence,5211 Fort Hamilton Par,,Brooklyn,11219,718-972-1377,,40.636547999999998,-73.999863000000005,,1,,1,,,,,,,,,1,1,,,,,1
Kingsbrook Jewish Medical Center,Mental Health Clinic,585 Schenectady Avenue,,Brooklyn,11203,718-604-5000,www.kingsbrook.org,40.659568999999998,-73.933783000000005,,1,1,1,,1,1,,,,,,1,1,1,1,,1,
Coalition for Hispanic Family Services,Bonding Links Enlazos Familiares CCR,63 Shaeffer Street,,Brooklyn,11207,718-443-5874,,40.686337999999999,-73.911450000000002,,1,,1,,,,,,,,1,,,,,,,1
ICL Inc,Halsey House,1225 Halsey Street,,Brooklyn,11237,718-386-9224,http://www.iclinc.net,40.693699000000002,-73.907745000000006,,1,,1,,,,,,,,,1,1,,,,,1
Outreach Development IR,,1614 Weirfield Street,,Ridgewoo,11385,718-456-7820,www.opiny.org,40.700102999999999,-73.905692000000002,1,,,,,1,,,,,,1,,,,,,,1
NYC Childrens Center,PS 15 Kennedy School Based Clinic,110 East 88th Street,,New York,10128,212-987-2010,http://www.omh.ny.gov,40.780883000000003,-73.955659999999995,,1,1,1,,1,1,,,,,1,,,,1,,,
Metropolitan Center for Mental Health,,160 West 86th Street,,New York,10024,212-362-8755,,40.787184000000003,-73.974452999999997,,1,1,1,,1,,,,,,1,1,1,1,1,,,
New York City Childrens Center,Queens Mid Childhood Clinic at PS 169,110 East 88th Street,PS 169,New York,10128,212-987-2513,omh.ny.gov,40.780971000000001,-73.955276999999995,,1,1,1,,1,1,,,,,1,,,,1,,,
SUS Mental Health Programs Inc,SUS Knickerbocker Avenue,832-842 Knickerbocker,1st floor,Brooklyn,11207,718-453-6665,http://www.sus.org,40.691758999999998,-73.906505999999993,,,,,,,,1,,,,,,1,1,,1,,1
SUS Briarwood SRO,,307 Bay Ridge Avenue,,Brooklyn,11220,718-748-3529,http://sus.org,40.635672999999997,-74.025791999999996,,1,1,1,,1,,1,,1,,,,1,1,1,1,,1
Kadimah Pros,,6023 Fort Hamilton Par,,Brooklyn,11219,7186863400,,40.632725000000001,-74.006062999999997,,,1,1,,,1,1,,1,,,1,1,1,,1,,
Jewish Board of Family/Childrens Servs,Boro Park Counseling Center,1273 53rd Street,,Brooklyn,11219,718-435-5700,,40.633017000000002,-73.994804999999999,,1,1,1,,1,1,1,,1,,1,1,1,1,,1,,
New York Therapeutic Communities Inc,NYC DOP/CD Outpatient Clinic,2071 Fulton Street,,Brooklyn,11233,347-770-8650-206,www.staynout.org,40.678556000000000,-73.910117999999997,1,,1,1,,,,,,,,1,1,1,,1,,,
John David Center,Serendipity,2071 Fulton Street,,Brooklyn,11233,718-398-0096,www.staynout.org,40.678556000000000,-73.910117999999997,1,,1,1,,,,1,,1,,1,,1,,,1,,1
Creedmoor Psychiatric Center,Steinway Weathness and Recovery Center,3811 Broadway Street,,Astoria,11103,718-726-5953x200,,40.759256000000001,-73.919077999999999,,1,1,1,,,,,,,,,1,1,1,,,,
Carnegie Hill Institute Inc,Chemical Dependency Outpatient,116 East 92nd Street,,New York,10128,212-289-7166,http://www.carnegiehill.com,40.783481000000002,-73.953818999999996,1,,,1,,1,,,,,,1,1,1,,,,,
Carnegie Hill Institute Inc,Substance Abuse Treatment,116 East 92nd Street,,New York,10128,212-289-7166,www.carnegiehill.com,40.783481000000002,-73.953818999999996,,,,1,,1,,,,,,1,1,1,,,,,
Reality House Veterans CR,,813 Astoria Boulevard,,Astoria,11102,212-281-6004,http://www.realityhouseny.com,40.772747000000003,-73.931841000000006,,,1,1,,1,,1,,,,,1,1,,,1,,1
Service Program for Older People Inc,,302 West 91st Street,,New York,10024,212-787-7120,http://spop.org,40.792150999999997,-73.976073999999997,,1,1,1,,1,,1,,,,,,1,1,1,1,,
Service Program for Older People Inc,(SPOP) Mental Health Clinic,302 West 91st Street,,New York,10024,212-787-7120,http://spop.org,40.792150999999997,-73.976073999999997,,1,1,1,,1,1,1,,,,,,1,1,,1,,
Mount Sinai Medical Center,Adoles Health Ctr/Mental Hlth Clinic,312 East 94th Street,Suite 320,New York,10128,212-423-2900,,40.782606000000001,-73.947239999999994,,1,,1,,1,1,1,,1,,1,1,,,1,1,,
Goodwill Industries of Greater NY,PROS Rebound,421 27th Avenue,,Astoria,11102,718-777-6311,http://www.goodwillnynj.org/,40.774320000000003,-73.932860000000005,,1,1,1,,,,,,,,,1,1,1,,,,
Metropolitan Center for Mental Health,,336 Central Park West,,New York,10025,212-864-3666,,40.790379000000001,-73.966216000000003,,1,1,1,,1,,,,,,1,1,1,1,1,,,
HANAC Inc,HANAC 822/Chem Dependency Program,3114 30th Avenue,,Astoria,11102,(718) 204-1200,www.HANAC.org,40.767009000000002,-73.921700000000001,1,,,1,,1,,,,,,,1,1,,1,,,
Institute for Community Living Inc,Bushwick ACT,2384 Atlantic Avenue,4th Floor,Brooklyn,11203,718-495-0920x2163,www.icl.net,40.675646999999998,-73.905968000000001,,,1,1,,1,,,,,,1,1,1,1,1,,,
Personalized Recovery Oriented Servs,,2384 Atlantic Avenue,,Brooklyn,11233,718-272-6074,,40.675724000000002,-73.905810000000002,,1,1,1,,,1,,,,,,1,1,1,,,,
Institute for Community Living Inc,PROS,2384 Atlantic Avenue,,Brooklyn,11233,718-272-6074,http://iclinc.net,40.675724000000002,-73.905810000000002,,1,1,1,,,,,,,,,1,1,1,,,,
Institute for Community Living Inc,Central Brooklyn ACT Team,2384 Atlantic Avenue,Fourth Floor,Brooklyn,11233,718-495-0920-2070,iclinc.org,40.675724000000002,-73.905810000000002,,1,1,1,,1,,,,,,,1,1,1,1,,,
MH Providers of Western Queens Inc,Western Queens Recovery Services OP,62-07 Woodside Avenue,4th Floor,Woodside,11377,718-898-5085,www.mhpwq.org,40.744720999999998,-73.902259000000001,1,,,1,,1,1,,,,,,,1,,1,,,
Brooklyn Center for,Families in Crisis,1309-1311 Foster Avenu,,Brooklyn,11230,718-282-0010,,40.633668000000000,-73.964444000000000,,1,1,1,,1,,,,1,,1,1,1,1,1,,,
HHC/Metropolitan Hospital Center,Medically Managed Detoxification Unit,1900 2nd Avenue,Ward 6 South,New York,10029,646-672-3600,http://www.nychhc.org,40.785195000000002,-73.946274000000003,1,,1,1,,1,,,,,,,1,1,,1,,1,
NYC/HHC Metropolitan Hospital Center,Metropolitan Hospital Day Txt Prog,1900 2nd Avenue,,New York,10029,212-423-6262,http://www.hhc.org/,40.785409999999999,-73.945836000000000,,1,1,1,,1,,,,,,,1,1,1,1,,,
NYC/HHC Metropolitan Hospital Center,Metropolitan Hosp Adult Mental HC,1900 2nd Avenue,,New York,10029,212-423-6645,http://www.nychhc.org,40.785409999999999,-73.945836000000000,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Metropolitan Hospital Center,Medical Managed Detox,1901 First Avenue,,New York,10029,212-423-7121,,40.784911000000001,-73.944174000000004,1,,,1,,1,,,,,,,1,1,,1,,1,
Center for Comp Health Practice Inc,MAP,1900 2nd Avenue,12th Floor,New York,10029,212-360-7797,www.CCHPhealthcare.org,40.786115000000002,-73.945712999999998,1,,1,1,,,,,,1,,,1,1,,1,,,
Center for Comp Health Practice Inc,PAAM,1900 2nd Avenue,12th Floor,New York,10029,212-360-7797,www.CCHPhealthcare.org,40.786115000000002,-73.945712999999998,1,,1,1,,1,,,1,1,,,1,1,,1,,,
Center for Comp Health Practice Inc,MS,1900 2nd Avenue,9th Floor,New York,10029,212-360-7400,www.CCHPhealthcare.org,40.786115000000002,-73.945712999999998,,,1,1,,1,,,1,1,1,,1,1,,1,,,
Center for Comp Health Practice Inc,ECP,1900 2nd Avenue,12th Floor,New York,10029,212-360-7797,www.CCHPhealthcare.org,40.786115000000002,-73.945712999999998,1,,,1,,,,,,1,,,1,1,,1,,,
Metropolitan Hospital Center,Methadone Treatment Program,1900 2nd Avenue,2M29 Psychiatric Pavilion,New York,10029,212-423-6787,www.ci.nyc.ny.us/html/hhc/html/metropolitan.html,40.786163999999999,-73.945677000000003,1,,1,1,,1,,,,,,,1,1,,,,,
Mount Sinai Medical Center,Psychiatric Continuing Day Treatment,1 Gustave L Levy Place,Box 1268,New York,10029,212-241-6111,,40.790058000000002,-73.953860000000006,,1,1,1,,,,,,,,,1,1,,,,,
Mount Sinai Medical Center,Child Adolescent and Family Services,1 Gustave L Levy Place,Box 1228,New York,10029,212-241-7175,,40.790058000000002,-73.953860000000006,,1,,1,,,,,,,,1,,,,1,,,
AAA Health Inc,Chemical Dependency Outpatient Program,1090 Coney Island Aven,2nd Floor,Brooklyn,11230,(718) 421-2101,,40.630991999999999,-73.966578999999996,1,,,1,,1,1,1,1,1,1,1,1,1,,,1,,
Amethyst House Inc,CD Community Residence,280 Richmond Terrace,,Staten I,10301,718-448-1900,,40.647616999999997,-74.082614000000007,1,,,,,,1,1,,1,1,,1,1,,,1,,1
New York Service Network OP,,198 Foster Avenue,Suites C and D,Brooklyn,11230,718-666-1009,http://www.nysninc.com,40.627823999999997,-73.975389000000007,1,,,1,,1,,,,,,,1,1,,1,,,
William F Ryan Community Health Center,Ryan Center Annex,801 Amsterdam Avenue,,New York,10025,212-769-7200,www.ryancenter.org,40.796227000000002,-73.968603000000002,,1,1,1,,1,,,,,,1,1,1,1,,,,
Child Center of NY Inc,Woodside Clinic,6714 41st Avenue,,Woodside,11377,718-458-4243,,40.744276999999997,-73.897210999999999,,1,,1,,1,1,,,1,,1,,,,1,,,
CCNS Flatbush Addiction,Treatment Center,1463 Flatbush Avenue,,Brooklyn,11210,718-951-9009,http://www.ccbq.org,40.634720999999999,-73.949628000000004,1,,,1,,1,1,1,1,1,1,,1,1,,1,1,,
Institute for Community Living Inc,Highland Park Center,2581 Atlantic Avenue,,Brooklyn,11207,718-495-6700,iclinc.net,40.675950999999998,-73.899203999999997,,1,1,1,,,,,,,,1,1,1,1,,,,
Saint Jospehs Hospital/Yonkers,OTP 1,211-221 Powell Street,,Brooklyn,11212,914-378-7566,,40.669204999999998,-73.903532999999996,1,,,1,,,,,,,,,1,1,,1,,,
Institute for Community Living Inc,Child and Family Division Services,2581 Atlantic Avenue,,Brooklyn,11207,718-290-8100,http://iclinc.net,40.675848000000002,-73.899108999999996,,1,1,1,,,,,,,,1,1,1,1,,,,
Community Health Action of,Staten Island,56 Bay Street,6th Floor,Staten I,10301,718-808-1439,www.chasiny.org,40.640742297505199,-74.075751133862795,1,,,1,,,,,,,1,1,,1,,,,,
Services for the UnderServed,SUS/Chester SP/SRO,421 Chester Street,Floor 10,Brooklyn,11212,347-274-0586,http://sus.org,40.661414999999998,-73.909602000000007,,,1,,,1,,1,,,,,1,1,1,,1,,1
Saint Vincents Services OP 1,,56 Bay Street,1st Floor,Staten I,10301,718-206-0218,www.svs.org,40.640692999999999,-74.076035000000005,1,,,1,,,1,1,1,1,1,1,1,1,,,1,,
Saint Lukes/Roosevelt Hospital Center,Addiction Institute/Halfway House,306 West 102nd Street,,New York,10025,212-678-6329,www.addictioninstituteny.org,40.799144629641503,-73.970491088563705,1,,,,,,,,,,,,1,1,,,,,1
